,kdeğer,yerli,yabancı_g,yabancı_ç,yıl,sınıf,sınıf2
TUR_94T96,0.5378877830464166,0.4059460524633473,0.05616616228388856,0.027497425897582046,2010,5,hizm
TUR_97T98,1.0,0.0,0.0,0.0,2010,5,hizm
TUR_01T02,0.667437630999897,0.27423396181469023,0.05833038934675956,0.049636788440881346,2011,2,tarım
TUR_03,0.8036789568504137,0.16172907272303522,0.034591990325251724,0.07810204752995958,2011,2,tarım
TUR_05T06,0.7778374122521194,0.17332236019959898,0.048840230324658174,0.2560638330847694,2011,3,maden
TUR_07T08,0.5716563057350962,0.30551361509890135,0.12283007894520666,0.09142817710566561,2011,3,maden
TUR_09,0.45860019447769923,0.4465774647601455,0.0948222578773386,0.004656942582212156,2011,3,maden
TUR_10T12,0.2550918923096358,0.6712977557735723,0.0736148048080751,0.09066368246032691,2011,1,imalat
TUR_13T15,0.3443294983488698,0.534612352438024,0.12105852797777115,0.2839967190419956,2011,1,imalat
TUR_16,0.2896383854536956,0.550016296165396,0.16034539001186424,0.08858084632753861,2011,1,imalat
TUR_17T18,0.2967372595801628,0.5277376267423403,0.17552513770553488,0.09389457991555364,2011,1,imalat
TUR_19,0.12045198380767924,0.2796552975501916,0.5998927243679936,0.21775776683958636,2011,1,imalat
TUR_20,0.34726338974045273,0.3884750536251681,0.2642615994290889,0.19291854596467237,2011,1,imalat
TUR_21,0.4267705518032847,0.4047464210323392,0.16848312840400112,0.1278164258184998,2011,1,imalat
TUR_22,0.28604960292988946,0.4528800740185119,0.2610704377457952,0.1966056907617291,2011,1,imalat
TUR_23,0.3993735836224762,0.49941832759379234,0.1012080929492116,0.10947859561549458,2011,1,imalat
TUR_24,0.24939058205218245,0.5744740842622249,0.17613533416775476,0.30291455490949354,2011,1,imalat
TUR_25,0.38526290282326386,0.42766730199578523,0.18706979541170213,0.2055138257330952,2011,1,imalat
TUR_26,0.38964714959464286,0.32235979802687786,0.287993049539589,0.38018139925014205,2011,1,imalat
TUR_27,0.2240774387452812,0.4912994142528066,0.2846231456459436,0.321413894699526,2011,1,imalat
TUR_28,0.33934054748333453,0.45022332662778114,0.2104361274285315,0.2977748656238498,2011,1,imalat
TUR_29,0.2667312401641472,0.46168532513503285,0.2715834347008201,0.475731093921784,2011,1,imalat
TUR_30,0.5219879280906076,0.29453076243166454,0.18348130530929838,0.32972353529223625,2011,1,imalat
TUR_31T33,0.3783324944416139,0.46095544553338774,0.16071206892571838,0.1304763809513815,2011,1,imalat
TUR_35,0.1675271758624341,0.7325840611590858,0.09988876313872067,0.005236939858283171,2011,4,ins_en_ç
TUR_36T39,0.48929357859562383,0.45652227198848555,0.054184152261928756,0.005388424637641755,2011,4,ins_en_ç
TUR_41T43,0.37264367581020075,0.5340004190726682,0.09335591181760813,0.006251003442849383,2011,4,ins_en_ç
TUR_45T47,0.6381697860935835,0.31921090876657265,0.04261934807777986,0.12917121990370078,2011,5,hizm
TUR_49,0.4703601615876711,0.4287218544562965,0.10091798494272461,0.08024618313889505,2011,5,hizm
TUR_50,0.628225253014847,0.29733096593418423,0.07444378721217565,0.20625704523508642,2011,5,hizm
TUR_51,0.26455786041445356,0.5110522271037555,0.22438991267973468,0.6988894900899874,2011,5,hizm
TUR_52,0.6778561641606788,0.2788781375679862,0.043265698571857705,0.15550664251500657,2011,5,hizm
TUR_53,0.6529845511438496,0.31024245905613074,0.03677299053824442,0.04519928989232173,2011,5,hizm
TUR_55T56,0.4948554300369239,0.4634983794119245,0.04164682042114046,0.19150360763498114,2011,5,hizm
TUR_58T60,0.33008990820058687,0.5996280247778563,0.07028206878372117,0.043837410208255725,2011,5,hizm
TUR_61,0.675272553846419,0.2992075463118674,0.025519899369097154,0.031500970968442996,2011,5,hizm
TUR_62T63,0.6395415532330938,0.30488007006645235,0.055578376450378546,0.029941888067738648,2011,5,hizm
TUR_64T66,0.5915178593696552,0.3677968868295472,0.040685254012474234,0.046717698996062894,2011,5,hizm
TUR_68,0.847957232627544,0.13040880678745073,0.021633964412965244,0.023608978867509626,2011,5,hizm
TUR_69T75,0.5645897049038202,0.39413259413472435,0.04127773802305688,0.012824212723539298,2011,5,hizm
TUR_77T82,0.60550782655679,0.34665618848048013,0.04783601692498587,0.031158834052098915,2011,5,hizm
TUR_84,0.6442392631544953,0.3137311897166245,0.04202970962713663,0.00774287497156083,2011,5,hizm
TUR_85,0.8152031017548423,0.16941836623917844,0.015378558392226533,0.01209199809604832,2011,5,hizm
TUR_86T88,0.5968729688901783,0.3537066362119267,0.049420420712740505,0.009521528703505254,2011,5,hizm
TUR_90T93,0.5471688498703376,0.4235611576557772,0.029270033336561238,0.18279367823118117,2011,5,hizm
TUR_94T96,0.5469183839043046,0.38797677547943904,0.06510485413812465,0.028862811598604512,2011,5,hizm
TUR_97T98,1.0,0.0,0.0,0.0,2011,5,hizm
TUR_01T02,0.6278503538145136,0.3096951132497,0.062454533041045895,0.05308126723900809,2012,2,tarım
TUR_03,0.7581256787189463,0.19629440853887337,0.045579907995497604,0.08577483587638919,2012,2,tarım
TUR_05T06,0.7178959401851915,0.21202954896911116,0.07007450892362826,0.37992694716761943,2012,3,maden
TUR_07T08,0.5779620479413681,0.2875497721638862,0.13448818108720392,0.06788453013453782,2012,3,maden
TUR_09,0.7917502596205199,0.17182980915481114,0.036419923687625776,0.0038659424191582717,2012,3,maden
TUR_10T12,0.28053576946374087,0.6532562720945295,0.06620795851409125,0.0977155020327755,2012,1,imalat
TUR_13T15,0.3378872790535567,0.5534485740495111,0.10866414676200101,0.307842458188701,2012,1,imalat
TUR_16,0.34716311851800163,0.5145246570252047,0.138312224301488,0.10633099483507233,2012,1,imalat
TUR_17T18,0.3268042462449217,0.5150336120894804,0.15816214166559775,0.10211160993088533,2012,1,imalat
TUR_19,0.08154128261796739,0.32383311974863377,0.5946255979437629,0.23564383216495963,2012,1,imalat
TUR_20,0.31060916669894456,0.41486668339759875,0.27452415026507393,0.21463796604282043,2012,1,imalat
TUR_21,0.3979687675442621,0.43895890330436954,0.1630723307996964,0.1369452317748678,2012,1,imalat
TUR_22,0.2766379844372795,0.4717798660765817,0.2515821491838871,0.21644941310574062,2012,1,imalat
TUR_23,0.39403653130166455,0.4939248208495833,0.11203864731789967,0.11613764822016233,2012,1,imalat
TUR_24,0.1629933911080038,0.6477210084954407,0.1892856005506313,0.33498066664863263,2012,1,imalat
TUR_25,0.38870917717803044,0.43194349865770815,0.17934732420081412,0.23194764283031236,2012,1,imalat
TUR_26,0.3224382535009723,0.3770168718611917,0.300544878503463,0.3842197540095282,2012,1,imalat
TUR_27,0.23295897439079255,0.48749591851581126,0.27954510736967786,0.36012394188443436,2012,1,imalat
TUR_28,0.34383222067914376,0.45940349086472154,0.1967642874638245,0.3357857760762326,2012,1,imalat
TUR_29,0.23605256746971415,0.4966686909072555,0.2672787410907806,0.4439697530242584,2012,1,imalat
TUR_30,0.46478874711841667,0.3423913891451195,0.19281985877369337,0.3749360790701671,2012,1,imalat
TUR_31T33,0.3966774372528887,0.4587210065070346,0.14460155596422566,0.13100316447909438,2012,1,imalat
TUR_35,0.1766000485058275,0.7484852247267877,0.07491472708685959,0.005436440710625434,2012,4,ins_en_ç
TUR_36T39,0.5370647023286649,0.4138010826625489,0.049134215008786224,0.006325693298706458,2012,4,ins_en_ç
TUR_41T43,0.38812970958629206,0.5271384301053773,0.08473186028438576,0.009301103614505538,2012,4,ins_en_ç
TUR_45T47,0.6191806529480619,0.33532577640084527,0.0454935706072531,0.13668945753811865,2012,5,hizm
TUR_49,0.5513624625737342,0.3640703414380478,0.0845671958208179,0.08509432233679454,2012,5,hizm
TUR_50,0.5083637282146222,0.38371133704983246,0.10792493473554533,0.22594524174466163,2012,5,hizm
TUR_51,0.3084505921988128,0.4682026979124325,0.2233467098887548,0.7660412505055534,2012,5,hizm
TUR_52,0.5859646414940641,0.3523076179969817,0.06172773906632708,0.17890202249632692,2012,5,hizm
TUR_53,0.5657633412242935,0.3858543348043924,0.048382331757885484,0.04819708637555927,2012,5,hizm
TUR_55T56,0.509957660314095,0.4544242992229033,0.03561804048497766,0.1777769528662585,2012,5,hizm
TUR_58T60,0.42731808349346756,0.5181346963486609,0.054547220514420444,0.040973325148268284,2012,5,hizm
TUR_61,0.600454230699637,0.3732243088012075,0.02632146083850927,0.029470901441324023,2012,5,hizm
TUR_62T63,0.7863254474847301,0.1821017036634684,0.031572847910548416,0.027500098585607542,2012,5,hizm
TUR_64T66,0.6369505787844357,0.3272699189729636,0.03577950231762893,0.046592266902460565,2012,5,hizm
TUR_68,0.8136331498555447,0.16070152686848266,0.025665323601143628,0.02310557900812402,2012,5,hizm
TUR_69T75,0.5774007342910797,0.38523318394184436,0.03736608148912774,0.012873786737715007,2012,5,hizm
TUR_77T82,0.6376072409392715,0.3246759000919525,0.037716858411709436,0.03056473019316801,2012,5,hizm
TUR_84,0.6672992363464293,0.2978972352562192,0.034803528168493136,0.008624851023406863,2012,5,hizm
TUR_85,0.8405367742682448,0.14695085954886908,0.012512365863622199,0.011817221559543033,2012,5,hizm
TUR_86T88,0.5843251119073376,0.369019649767279,0.04665523806996587,0.008688204292335043,2012,5,hizm
TUR_90T93,0.5596808444365642,0.4141190843692167,0.02620007142069246,0.1765960818935815,2012,5,hizm
TUR_94T96,0.5314513215733401,0.3948020190504676,0.07374665931742941,0.02731661544770223,2012,5,hizm
TUR_97T98,1.0,0.0,0.0,0.0,2012,5,hizm
TUR_01T02,0.5515019223145592,0.37592910414033714,0.07257393802640155,0.04860496474448779,2013,2,tarım
TUR_03,0.6720096858315986,0.26930510101315736,0.05868525910011379,0.0787820690183669,2013,2,tarım
TUR_05T06,0.5521139339867198,0.34520763506062324,0.10267893228574887,0.25251179430251075,2013,3,maden
TUR_07T08,0.6212586089775732,0.27477737416517206,0.10396413646297074,0.08973593979206908,2013,3,maden
TUR_09,0.9053077232773925,0.07859533603273107,0.01609691527070926,0.0022483597429712654,2013,3,maden
TUR_10T12,0.27853685324130945,0.6579069669170353,0.06356381996051597,0.08997373754970539,2013,1,imalat
TUR_13T15,0.3542937680324658,0.5423793075272771,0.10332757841444398,0.26650654846882066,2013,1,imalat
TUR_16,0.3032805895537835,0.5562950297824607,0.1404264301019273,0.08923236434206883,2013,1,imalat
TUR_17T18,0.3224153842226391,0.5244072798544768,0.15317756563620555,0.09500151472913344,2013,1,imalat
TUR_19,0.07206705254734211,0.31490553732465426,0.6130274118775111,0.21574708558237976,2013,1,imalat
TUR_20,0.29543379238426637,0.4346626032067821,0.26990370819599774,0.1943358577414882,2013,1,imalat
TUR_21,0.3139460723995121,0.49961335295521775,0.18644072141692916,0.12781686945319273,2013,1,imalat
TUR_22,0.30344406640294025,0.4632931933176936,0.23326297345912977,0.19741245141607341,2013,1,imalat
TUR_23,0.4262199234136698,0.4854730372971188,0.08830705477964731,0.10868275048437553,2013,1,imalat
TUR_24,0.19391346806412857,0.6408617624683464,0.16522477010500453,0.30694717696477264,2013,1,imalat
TUR_25,0.4016922370668847,0.44222656487728174,0.1560811981235184,0.20431769924878335,2013,1,imalat
TUR_26,0.39723838343327617,0.3375038346789689,0.26525778349559426,0.35124986691019205,2013,1,imalat
TUR_27,0.25687128837727496,0.507263816481078,0.2358648977841235,0.3279961403917375,2013,1,imalat
TUR_28,0.36735989984967055,0.4454958121197957,0.1871442924834307,0.30473930601795834,2013,1,imalat
TUR_29,0.2545415274537387,0.4835401213525416,0.2619183511011007,0.4785298785109529,2013,1,imalat
TUR_30,0.42209648591403015,0.37586819214750167,0.2020353189417424,0.3421975986643412,2013,1,imalat
TUR_31T33,0.3774174200833083,0.47693231567836447,0.145650280535237,0.13189797754915358,2013,1,imalat
TUR_35,0.18358726361504313,0.7328429715465299,0.0835697649230479,0.0046359440299523534,2013,4,ins_en_ç
TUR_36T39,0.518606122752292,0.4330641334222762,0.04832975034946824,0.0054952776698604,2013,4,ins_en_ç
TUR_41T43,0.42092845801365014,0.49956947085059955,0.07950208406805792,0.007125320287067652,2013,4,ins_en_ç
TUR_45T47,0.6175316696791915,0.3389942975367149,0.04347411551132803,0.1265863691655949,2013,5,hizm
TUR_49,0.5482832597828546,0.36941898501570014,0.08229775744639845,0.07993928658140328,2013,5,hizm
TUR_50,0.43729249639462237,0.4399854974974431,0.12272201041696675,0.20502048807734202,2013,5,hizm
TUR_51,0.3034589540373934,0.4751780301054555,0.22136303009694,0.8096090560708016,2013,5,hizm
TUR_52,0.5892367786155479,0.3501663856873694,0.06059683750420459,0.17407977030124044,2013,5,hizm
TUR_53,0.5150001247889928,0.4320361963820277,0.05296367970958923,0.04753336625009075,2013,5,hizm
TUR_55T56,0.5319550601310272,0.4346628615687599,0.03338297475617654,0.17985208040056935,2013,5,hizm
TUR_58T60,0.4818697211295292,0.4715606415616393,0.04656963576764349,0.03635553334547436,2013,5,hizm
TUR_61,0.5534365147075008,0.41762767805089634,0.028935807822883006,0.027719409344085212,2013,5,hizm
TUR_62T63,0.8373148212567437,0.13858116072937066,0.02410402976588777,0.021934988613874027,2013,5,hizm
TUR_64T66,0.6717689457258746,0.2920230321286645,0.036208024413965256,0.052698703434242676,2013,5,hizm
TUR_68,0.7806077980274495,0.19014581028975275,0.029246404431297664,0.023542723860339898,2013,5,hizm
TUR_69T75,0.5790683597852048,0.3848373527781187,0.03609434497150143,0.013979902838208354,2013,5,hizm
TUR_77T82,0.6831211007106226,0.28951445168659534,0.02736449664200221,0.031429739049971164,2013,5,hizm
TUR_84,0.642336573891402,0.3210259830147444,0.03663773586159817,0.008607522485650318,2013,5,hizm
TUR_85,0.8458120246823269,0.14230087271635403,0.011887145294992577,0.012565341829158085,2013,5,hizm
TUR_86T88,0.5784609621841639,0.37312238528190483,0.048416682028838136,0.00882482155684295,2013,5,hizm
TUR_90T93,0.6212120645768529,0.35433829174223846,0.024449725641975166,0.179038158026647,2013,5,hizm
TUR_94T96,0.5206016350944283,0.4064456533637606,0.07295273391588428,0.027707132091004817,2013,5,hizm
TUR_97T98,1.0,0.0,0.0,0.0,2013,5,hizm
TUR_01T02,0.5356219770467417,0.3929620524469867,0.07141597049730875,0.05090157138020761,2014,2,tarım
TUR_03,0.6523579617644047,0.28927607123808474,0.058365953095705865,0.08246590634965927,2014,2,tarım
TUR_05T06,0.43790158687110387,0.4377937680569736,0.12430464022971549,0.2662739811333073,2014,3,maden
TUR_07T08,0.6058431043553816,0.28907732942811815,0.10507956582710971,0.09367732401972978,2014,3,maden
TUR_09,0.5367870887761418,0.38300322654475816,0.08020963108675908,0.004264376350592234,2014,3,maden
TUR_10T12,0.28418235001820247,0.6551575623197556,0.06066008769583734,0.09455385053614208,2014,1,imalat
TUR_13T15,0.3659303952332232,0.5360870439275833,0.09798256069063642,0.27911292874735594,2014,1,imalat
TUR_16,0.33430775845048516,0.5371981298140546,0.12849410564536226,0.09217167189002437,2014,1,imalat
TUR_17T18,0.3353898349807124,0.5195895019702087,0.14502066230829785,0.09864553245590284,2014,1,imalat
TUR_19,0.050792081835803644,0.33396625729561086,0.6152416602262842,0.22392782411444925,2014,1,imalat
TUR_20,0.3024815517514038,0.43238192305063144,0.2651365256579908,0.20367200919045703,2014,1,imalat
TUR_21,0.31913021150972015,0.4942684613833544,0.1866013249805009,0.13394816300612133,2014,1,imalat
TUR_22,0.3053902223920606,0.46421612607662077,0.23039365133017112,0.20703085321385228,2014,1,imalat
TUR_23,0.4406748087809665,0.4745516604068947,0.0847735308803278,0.11378973631523673,2014,1,imalat
TUR_24,0.201339296152981,0.6440322988723698,0.15462840513511955,0.32091015965749325,2014,1,imalat
TUR_25,0.411718274426463,0.4412447480797268,0.14703697742562963,0.21312965005380444,2014,1,imalat
TUR_26,0.3795782783215117,0.35439289636410665,0.26602882100273256,0.36558763509117737,2014,1,imalat
TUR_27,0.2422993134307552,0.5268229745680939,0.23087771161486909,0.3434165381909478,2014,1,imalat
TUR_28,0.37000990833680586,0.4481570715518547,0.18183302054977973,0.32042246012477876,2014,1,imalat
TUR_29,0.22178742191342612,0.5090699032854653,0.26914267445889434,0.5083932553693192,2014,1,imalat
TUR_30,0.5852898693956854,0.2745078425384696,0.140202290374798,0.35541156817758535,2014,1,imalat
TUR_31T33,0.4034229019720051,0.46496170248459157,0.1316153958009241,0.12816630258510756,2014,1,imalat
TUR_35,0.1823634866944958,0.7402655614981604,0.07737095176475645,0.00485136717402984,2014,4,ins_en_ç
TUR_36T39,0.5272532748617618,0.42583591111143265,0.046910812972523974,0.005735280933368094,2014,4,ins_en_ç
TUR_41T43,0.41847176145382886,0.5035661148765223,0.07796212370860918,0.00748210600712901,2014,4,ins_en_ç
TUR_45T47,0.6254613482299495,0.3336607227834296,0.04087792889327077,0.1327688821963793,2014,5,hizm
TUR_49,0.5031852592168686,0.4090311670229707,0.08778357352915055,0.08690060371148733,2014,5,hizm
TUR_50,0.5446399671898047,0.35020297934601574,0.10515705146361085,0.24308092348700697,2014,5,hizm
TUR_51,0.3703580002063741,0.43511989278341023,0.19452210735434225,0.8407088058366622,2014,5,hizm
TUR_52,0.7271853067026053,0.23083982985840917,0.04197486310722594,0.2045166777619632,2014,5,hizm
TUR_53,0.5770058972038684,0.37921825188326297,0.04377584344871272,0.05314153263171325,2014,5,hizm
TUR_55T56,0.5487886906503027,0.42072666379988005,0.030484645734092392,0.18782474162842255,2014,5,hizm
TUR_58T60,0.4702246086469734,0.48421090620871965,0.0455644843679694,0.038942015785271726,2014,5,hizm
TUR_61,0.5232175132699833,0.4474494212433565,0.029333067511453925,0.029012430116756686,2014,5,hizm
TUR_62T63,0.901636592731661,0.0841712878496075,0.014192117584855354,0.02251770548864551,2014,5,hizm
TUR_64T66,0.6244718547992467,0.3307158141697826,0.0448123307271567,0.06573366067490867,2014,5,hizm
TUR_68,0.7554403248571437,0.21234501259133748,0.03221466254137025,0.025823466437900428,2014,5,hizm
TUR_69T75,0.5794978487171039,0.3863024271979281,0.034199723278011525,0.014373208042393639,2014,5,hizm
TUR_77T82,0.7022878197415333,0.27209911525174274,0.025613064331932885,0.035648784179927506,2014,5,hizm
TUR_84,0.64208135924382,0.32285707723389934,0.03506156367504963,0.009439894019361586,2014,5,hizm
TUR_85,0.8787801644183386,0.11207835265153597,0.009141482495474354,0.013042806596445976,2014,5,hizm
TUR_86T88,0.5625502124239201,0.3874947881033104,0.04995499928183089,0.009163362227246548,2014,5,hizm
TUR_90T93,0.6240309307271199,0.35107295116459913,0.024896117404651343,0.20791975756321462,2014,5,hizm
TUR_94T96,0.5225831849440332,0.4075832788965461,0.06983353566601858,0.028908172291572283,2014,5,hizm
TUR_97T98,1.0,0.0,0.0,0.0,2014,5,hizm
TUR_01T02,0.5622081011723928,0.3762712295400952,0.06152078309468828,0.04983153428508651,2015,2,tarım
TUR_03,0.6835172524503274,0.26736648373149663,0.04911626284312624,0.08062876593003952,2015,2,tarım
TUR_05T06,0.4095240669597409,0.4684061213295954,0.12206981355339164,0.25971265457297393,2015,3,maden
TUR_07T08,0.5764493708199305,0.3194784766141946,0.1040721522456337,0.092403406791574,2015,3,maden
TUR_09,-0.2699434999114476,1.0618387099418996,0.20810476950305482,0.00440795430490641,2015,3,maden
TUR_10T12,0.26650353067211685,0.676219218407715,0.057277426782375795,0.09330776362638553,2015,1,imalat
TUR_13T15,0.3466170936522134,0.5598246825123039,0.09355823887828071,0.27305469210192046,2015,1,imalat
TUR_16,0.3113565713115582,0.5658033905428037,0.12284004385147887,0.09030210989124557,2015,1,imalat
TUR_17T18,0.3251945403216467,0.5373075820632718,0.1374978784919517,0.09638714132041676,2015,1,imalat
TUR_19,0.1158846050062801,0.32262925642095613,0.5614861388348926,0.21893073090802204,2015,1,imalat
TUR_20,0.3279726851790473,0.4290861922521602,0.2429411239375442,0.19943313393473944,2015,1,imalat
TUR_21,0.3746535398455284,0.46667832527137065,0.15866813867207544,0.1306807599170606,2015,1,imalat
TUR_22,0.302837076783882,0.47769953818112587,0.21946339061623613,0.20289240988359028,2015,1,imalat
TUR_23,0.42378057527744223,0.49293058781974275,0.08328883559718653,0.11180986197551604,2015,1,imalat
TUR_24,0.2023305704510893,0.6567308568067237,0.1409385727033401,0.3320779443422721,2015,1,imalat
TUR_25,0.41379046612916415,0.44240180758174685,0.1438077264007637,0.20680898080509458,2015,1,imalat
TUR_26,0.41407042349956513,0.34693464813808544,0.2389949287536642,0.35844221752088967,2015,1,imalat
TUR_27,0.23192063054180767,0.5550065662537744,0.21307280203357337,0.3363808913149797,2015,1,imalat
TUR_28,0.363727975218693,0.4527315738875043,0.18354045190601231,0.31462367797464613,2015,1,imalat
TUR_29,0.26187649118214307,0.48641250912703693,0.25171100043696265,0.5307804655720346,2015,1,imalat
TUR_30,0.6177639990194643,0.26083839800744046,0.1213975976862818,0.3415171178718307,2015,1,imalat
TUR_31T33,0.41304641323569097,0.4664961649668831,0.1204574221839057,0.12436104340534544,2015,1,imalat
TUR_35,0.16921628967555286,0.754960507708708,0.07582320241407485,0.004764215850746936,2015,4,ins_en_ç
TUR_36T39,0.5164413244056048,0.44025827197947054,0.04330040399900482,0.005901824790554228,2015,4,ins_en_ç
TUR_41T43,0.4234084102794478,0.49911125202125534,0.07748033799122488,0.007327722467664158,2015,4,ins_en_ç
TUR_45T47,0.6296355332594482,0.3332868319223928,0.03707763677882456,0.13085401579369543,2015,5,hizm
TUR_49,0.5333220185180734,0.391033883659183,0.07564409772229,0.08178948114492483,2015,5,hizm
TUR_50,0.4106255993045652,0.46366455483097335,0.12570984810492733,0.2431886170844899,2015,5,hizm
TUR_51,0.3591527460229441,0.454054392552249,0.18679285782366975,0.8521355411414753,2015,5,hizm
TUR_52,0.6029227245990926,0.34159679695991585,0.0554804760204668,0.2054752081094382,2015,5,hizm
TUR_53,0.44022381758427565,0.5066198095892784,0.05315637282644598,0.057540443590397096,2015,5,hizm
TUR_55T56,0.5399770528508023,0.4312744089926812,0.02874855696563107,0.1856946119699615,2015,5,hizm
TUR_58T60,0.49290107288939883,0.4643273609815958,0.04277156612900548,0.03687967782191063,2015,5,hizm
TUR_61,0.5183225732517712,0.4536074951861314,0.02806993097870467,0.02777210359692747,2015,5,hizm
TUR_62T63,0.900824769170429,0.08582179739369002,0.013353434390273734,0.0192932088686957,2015,5,hizm
TUR_64T66,0.6513951409742605,0.30438759410479854,0.04421726413143797,0.0638542178675355,2015,5,hizm
TUR_68,0.7323712006718585,0.23413587144859777,0.033492928190101606,0.025791083147674053,2015,5,hizm
TUR_69T75,0.6365776793959526,0.33708444219236083,0.026337878913360892,0.01287259358575395,2015,5,hizm
TUR_77T82,0.732190647087157,0.2495225897883723,0.01828676375864813,0.03527626520816275,2015,5,hizm
TUR_84,0.6198911324512021,0.3453933884072784,0.03471548676026856,0.009278185739940548,2015,5,hizm
TUR_85,0.8768711552015577,0.11443160054540957,0.00869724457751761,0.012919443006703666,2015,5,hizm
TUR_86T88,0.5443223706827376,0.40854162043202896,0.0471360099018815,0.009057528998731499,2015,5,hizm
TUR_90T93,0.6113630564613178,0.3646198738521439,0.02401707214584758,0.21381601655984636,2015,5,hizm
TUR_94T96,0.48835005388963293,0.442544426433423,0.06910552051711008,0.028605051401239593,2015,5,hizm
TUR_97T98,1.0,0.0,0.0,0.0,2015,5,hizm
TUR_01T02,0.5053975950485197,0.4275705492098252,0.06703948237442832,0.047450429291775544,2016,2,tarım
TUR_03,0.6173623715664386,0.32469337538829574,0.057944325615502834,0.07553642499374968,2016,2,tarım
TUR_05T06,0.4251823459772429,0.456747772068738,0.1180699185580143,0.2512940795867193,2016,3,maden
TUR_07T08,0.5769338517070705,0.3238311753881411,0.09923497577167799,0.0885532960710292,2016,3,maden
TUR_09,-0.26945218951211797,1.0716346368947676,0.19781757707161585,0.0034601925387918336,2016,3,maden
TUR_10T12,0.2711411240748738,0.674087227206784,0.05478194087775041,0.08751481027611852,2016,1,imalat
TUR_13T15,0.3392908430774303,0.5729215682286303,0.08778848123553695,0.2615940906829176,2016,1,imalat
TUR_16,0.31259770743077303,0.5708557053169095,0.11654679735950516,0.08590628460175286,2016,1,imalat
TUR_17T18,0.2973522034572097,0.5653491961196048,0.1372986584316213,0.09154414245376989,2016,1,imalat
TUR_19,0.10517342984500211,0.3354444205001401,0.5593821514876257,0.2100882545537625,2016,1,imalat
TUR_20,0.3255258379240914,0.4439042071854843,0.23057004777021203,0.1917073025370246,2016,1,imalat
TUR_21,0.39733325634150657,0.4603464008814267,0.1423205203079853,0.12009068471884926,2016,1,imalat
TUR_22,0.3104054136643885,0.4850839386901715,0.20451099159679273,0.19709276641200346,2016,1,imalat
TUR_23,0.4033726231726065,0.5163770435791106,0.08025034386066768,0.10844152544695668,2016,1,imalat
TUR_24,0.2148231802040268,0.6507910979964918,0.1343857215479557,0.324973781141208,2016,1,imalat
TUR_25,0.4135106357355334,0.4456930283414716,0.14079633640550077,0.2009114381595295,2016,1,imalat
TUR_26,0.41783354093950237,0.3520364944795678,0.230129960482706,0.3381638149727394,2016,1,imalat
TUR_27,0.2283002707279884,0.5670553622406254,0.20464436763834148,0.3243570996086834,2016,1,imalat
TUR_28,0.35010214872651774,0.4655219067274322,0.18437594608793853,0.3050235305387813,2016,1,imalat
TUR_29,0.26880529071643344,0.4832537256834571,0.24794098363398867,0.581379089751181,2016,1,imalat
TUR_30,0.6940309881754703,0.2108482532945373,0.09512076128477788,0.3364096379293601,2016,1,imalat
TUR_31T33,0.40467651032231716,0.4776686422467991,0.11765487302130745,0.11738125409998261,2016,1,imalat
TUR_35,0.1723890852852507,0.7559122256369671,0.07169868960399481,0.00461014782919382,2016,4,ins_en_ç
TUR_36T39,0.49408882114948616,0.464495375111912,0.041415814217949785,0.005780561203633298,2016,4,ins_en_ç
TUR_41T43,0.44320402571838263,0.48534056630929956,0.07145542601199036,0.006933692918055636,2016,4,ins_en_ç
TUR_45T47,0.6261543862918477,0.3383312371339031,0.035514486572998334,0.12846847602854067,2016,5,hizm
TUR_49,0.5539745105324818,0.3781507820123372,0.06787471022564974,0.07248421512131162,2016,5,hizm
TUR_50,0.3149960342812378,0.5478327200086127,0.13717125502076458,0.20197351191240479,2016,5,hizm
TUR_51,0.19307024486521493,0.5811203358496595,0.22580944171595882,0.8482554284232937,2016,5,hizm
TUR_52,0.4978881038252267,0.4365413461794593,0.06557055021668877,0.17565697556349663,2016,5,hizm
TUR_53,0.3686812759715253,0.5737824314399804,0.057536293561888115,0.05417619815000425,2016,5,hizm
TUR_55T56,0.4953882891047498,0.47320977755564686,0.031403119392263444,0.13080412394665833,2016,5,hizm
TUR_58T60,0.4853563959975561,0.47143013214059537,0.043213470534014586,0.028586687172949325,2016,5,hizm
TUR_61,0.523355555858871,0.44975552877456143,0.026888916821351777,0.01952153485825948,2016,5,hizm
TUR_62T63,0.9018334894734078,0.08481842751402041,0.013348083357231784,0.015472177471179316,2016,5,hizm
TUR_64T66,0.722528787710482,0.24009026959444554,0.03738094436292919,0.056861284624745385,2016,5,hizm
TUR_68,0.732253498997334,0.23704159966455943,0.03070491884995758,0.01741969989786403,2016,5,hizm
TUR_69T75,0.6211009581114435,0.35161286687450855,0.027286220099175494,0.013190927356545997,2016,5,hizm
TUR_77T82,0.7261596813894301,0.2569293855470334,0.016910986999507507,0.024744092574838904,2016,5,hizm
TUR_84,0.6504463199327125,0.3192988705256975,0.030255210102334402,0.007249004043862708,2016,5,hizm
TUR_85,0.9058999880150463,0.08771846943328554,0.006381576597129164,0.009012895064817315,2016,5,hizm
TUR_86T88,0.5811672016805122,0.37724535572543283,0.04158747810613589,0.006425159729666704,2016,5,hizm
TUR_90T93,0.6078248075139482,0.3713142778225467,0.020860998098998967,0.13560603282158967,2016,5,hizm
TUR_94T96,0.4970467386658021,0.4384841268069886,0.06446916270016302,0.02020490695188405,2016,5,hizm
